Name,Value,Timestamp,Step
"best_cv_score",0.8555504998353983,1646961037880,1
"f1_score_on_testdata",0.8681434599156118,1646961050450,1
"precision_score_on_testdata",0.8878101402373247,1646961050455,1
"recall_score_on_testdata",0.849329205366357,1646961050460,1
