Name,Value,Timestamp,Step
"best_cv_score",0.8555504998353983,1647863891596,1
"f1_score_on_testdata",0.8681434599156118,1647863933388,1
"precision_score_on_testdata",0.8878101402373247,1647863933400,1
"recall_score_on_testdata",0.849329205366357,1647863933411,1
